review_id,review,cleaned_review,keywords,theme
1023,"What's up I can't log in, what's wrong",log wrong,"['wrong', 'log']",['Other']
1024,Amrumehamed,amrumehame,['amrumehame'],['Other']
1025,Good,good,['good'],['Other']
1026,"Nice to meet you my proud bank in Ethiopia.. I'm a member of this bank, i need to solve my problem of international receiving money for me from my online digital working service's over the world please? I'm working a lot of international money.But i can't get direct in Ethiopia because of don't knowing the legal ways of getting money in Ethiopia please can I get and direct deposit with BoA please 🙏🙏🙏?",nice meet proud bank ethiopia member bank need solve problem international receive money online digital working service world work lot international money direct ethiopia don know legal way get money ethiopia direct deposit boa,"['ethiopia', 'direct', 'money', 'international', 'member', 'legal', 'world', 'working', 'online', 'deposit']",['Other']
1027,Very good,good,['good'],['Other']
1028,ደደገነሐ,,[],[]
1029,"Terrible Bank Experience It’s unbelievable that with all the modern technology, this bank still struggles with even basic transactions. The app constantly crashes, services are limited, and every time I try to transfer money or load Telebirr, there’s a huge delay. I have to wait 5 days for failed transactions to be refunded! Even USSD is unreliable. They’ve put me in embarrassing situations countless times, and customer care never fixes anything. I’ve switched banks, and you should too!",terrible bank experience unbelievable modern technology bank struggle basic transaction app constantly crash service limited time try transfer money load telebirr huge delay wait day fail transaction refund ussd unreliable embarrassing situation countless time customer care fix switch bank,"['bank', 'transaction', 'time', 'limited', 'countless', 'ussd', 'struggle', 'terrible', 'embarrassing', 'constantly']","['Transaction Performance', 'Other']"
1030,A painfully slow banking app service. Please don't make it your choice!,painfully slow banking app service don choice,"['painfully', 'choice', 'don', 'slow', 'service', 'banking', 'app']","['Transaction Performance', 'Other']"
1031,Good App,good app,"['good', 'app']",['Other']
1032,Best app to me,good app,"['good', 'app']",['Other']
1033,BOA,boa,['boa'],['Other']
1034,Abdulkadir,abdulkadir,[],[]
1035,Bad,bad,['bad'],['Other']
1036,If it is possible I would gove0 star,possible star,"['possible', 'star']",['Other']
1037,Nise mobile bankig,nise mobile bankig,"['nise', 'mobile']",['Other']
1038,Overall good app but performance needs some improvement also sometimes when using instant other bank transfers it refuses causing to be repeated several times to transfer,overall good app performance need improvement instant bank transfer refuse cause repeat time transfer,"['transfer', 'cause', 'instant', 'performance', 'overall', 'improvement', 'need', 'time', 'bank', 'good']",['Other']
1039,Ok,,[],[]
1040,Just make it work please🤣 this is embarrassing for a bank of your size,work embarrassing bank size,"['embarrassing', 'work', 'bank']",['Other']
1041,Update to the simplest way it requires the developer option on and off why this is,update simple way require developer option,"['way', 'simple', 'update', 'option', 'developer']","['Feature Requests', 'Other']"
1042,"Stop telling me what to do with my phone, BOA. Why does your newly updated app keep asking me to disable the developer options? I’m not slowing down my phone just to use your God damn app. 🤮🤮🤮🤮",stop tell phone boa newly update app ask disable developer option slow phone use god damn app,"['phone', 'newly', 'god', 'damn', 'disable', 'tell', 'stop', 'ask', 'slow', 'boa']","['Transaction Performance', 'Other']"
1043,I'm living out of country how may I download and use mobile banking? It asks me the Ethiopia phone number and I can't receive text to confirm because I'm out side the country. So please lete know if I can use while I'm outside the country. Thanks,live country download use mobile banking ask ethiopia phone number receive text confirm country lete know use outside country thank,"['country', 'outside', 'lete', 'use', 'confirm', 'text', 'live', 'number', 'receive', 'ask']",['Other']
1044,Good,good,['good'],['Other']
1045,Worest app,wor app,"['wor', 'app']",['Other']
1046,The worest app ever,wor app,"['wor', 'app']",['Other']
1047,አሪፍ ነው በርቱልን,,[],[]
1048,Wwwerrr,wwwerrr,['wwwerrr'],['Other']
1049,ጀማል ውቀቱ,,[],[]
1050,Great For Financial company,great financial company,"['company', 'financial', 'great']",['Other']
1051,Very easy to use,easy use,"['easy', 'use']",['Other']
1052,The App's crash always.. Error.....,app crash error,"['error', 'crash', 'app']","['App Reliability', 'Other']"
1053,This app is incredibly frustrating to use. It’s filled with issues that make it difficult to navigate and complete tasks efficiently. I’ve never encountered such a poorly designed banking application before. It needs significant improvements to enhance user experience. It deserves a vey low rating.,app incredibly frustrating use fill issue difficult navigate complete task efficiently encounter poorly design banking application need significant improvement enhance user experience deserve vey low rating,"['vey', 'deserve', 'significant', 'poorly', 'complete', 'navigate', 'rating', 'enhance', 'encounter', 'efficiently']",['Other']
1054,nice,nice,['nice'],['Other']
1055,Great UI and seamless UX. I love it!!,great seamless love,"['seamless', 'love', 'great']",['Other']
1056,That's too good application but try to add more alternatives and futures or possibilitys for your customers,good application try add alternative future possibilitys customer,"['possibilitys', 'alternative', 'future', 'add', 'try', 'customer', 'application', 'good']",['Other']
1057,It's easy used to operate program and secured 👍👍,easy operate program secure,"['program', 'operate', 'secure', 'easy']",['Other']
1058,I bought a mobile card on this app but I didn't receive it and it took my money and I didn't get my money back.,buy mobile card app didn receive take money didn money,"['didn', 'money', 'buy', 'card', 'receive', 'mobile', 'app']",['Other']
1059,Amazing,amazing,['amazing'],['Other']
1060,Great app with great services,great app great service,"['great', 'service', 'app']",['Other']
1061,Yes active user,yes active user,"['active', 'yes', 'user']",['Other']
1062,Shameful,shameful,['shameful'],['Other']
1063,The worest app ever made i would not recommende for no one,wor app recommende,"['wor', 'app']",['Other']
1064,Good application,good application,"['application', 'good']",['Other']
1065,I like,like,['like'],['Other']
1066,Good,good,['good'],['Other']
1067,"How many hours should I wait after transferring money to telebirr, please do something about the transfer delay issue I need my money when ever.",hour wait transfer money telebirr transfer delay issue need money,"['money', 'transfer', 'hour', 'wait', 'delay', 'telebirr', 'issue', 'need']",['Other']
1068,"BOA is unreasonably holding and delaying transactions for more than a day, even transactions within the same bank itself. This is a huge gap that I observed in BOA mobile banking. I didn't experience this kind of challenge while having transactions in other banks' mobile banking platforms. After waiting so long, I called your customer support team and the response they gave me was ""it was the system that holds the transaction & will be released on working days"". This is not totally fair.",boa unreasonably hold delay transaction day transaction bank huge gap observe boa mobile banking didn experience kind challenge have transaction bank mobile banking platform wait long call customer support team response give system hold transaction release working day totally fair,"['transaction', 'hold', 'day', 'boa', 'mobile', 'observe', 'gap', 'challenge', 'banking', 'working']","['Transaction Performance', 'Other']"
1069,የእርስዎን ተሞክሮ ይግለጹ (አማራጭ),,[],[]
1070,It's not working. It needs a big update. Can't you update the app quickly?,work need big update update app quickly,"['update', 'quickly', 'big', 'need', 'work', 'app']","['Other', 'Feature Requests']"
1071,"I am Aimohon Joel , It's can be Good for a Better Conversation in Time 🙂",aimohon joel good well conversation time,"['joel', 'conversation', 'aimohon', 'time', 'good']",['Other']
1072,"Better app than most mobile apps, but why do I have to turn off developer option every time I wanna use the app?? It's annoying.",well app mobile app turn developer option time wanna use app annoying,"['wanna', 'annoying', 'app', 'turn', 'option', 'developer', 'time', 'mobile', 'use']",['Other']
1073,Bes and freindly app,bes freindly app,"['freindly', 'app']",['Other']
1074,It doesn't work.,doesn work,"['doesn', 'work']",['Other']
1075,"It say ""The request was not successful. please check device connectivity or try again"" why? One of the bank manager told me it is because of my phone's android version which is 9.1 It is ridiculous! Disappointing",request successful check device connectivity try bank manager tell phone android version ridiculous disappointing,"['connectivity', 'manager', 'request', 'tell', 'device', 'disappointing', 'check', 'android', 'version', 'phone']",['Other']
1076,How to download or screenshot of payment receipt...what kinda worst app ever 🤮🤮🤢,download screenshot payment receipt kinda bad app,"['kinda', 'receipt', 'download', 'screenshot', 'payment', 'bad', 'app']",['Other']
1077,Good,good,['good'],['Other']
1078,Smart technology,smart technology,"['technology', 'smart']",['Other']
1079,Yegema app tish🪨,yegema app tish,"['yegema', 'app']",['Other']
1080,Ok,,[],[]
1081,"This is not an appropriate app, i don't know how boa develops this app, i don't expect this much crazy and un confortable app form BOA, I'm soory!!!",appropriate app don know boa develop app don expect crazy confortable app form boa soory,"['don', 'boa', 'crazy', 'confortable', 'develop', 'app', 'expect', 'know']",['Other']
1082,"Shockingly bad! Even when it decides to work, it's painfully slow and frustrating. Such a shame that it has become a stain on an extraordinary bank",shockingly bad decide work painfully slow frustrating shame stain extraordinary bank,"['shame', 'decide', 'painfully', 'frustrating', 'slow', 'bad', 'work', 'bank']","['Transaction Performance', 'Other']"
1083,"It crashes frequently. It launches on Android 8.1 but I don't think it actually works on versions less than 10. If so, it shouldn't be available for download by such devices to begin with, like many other finance apps are not. It was so much better three months ago, upgrades should be for the better.",crash frequently launch android don think actually work version shouldn available download device begin like finance app well month ago upgrade well,"['launch', 'ago', 'month', 'actually', 'upgrade', 'finance', 'available', 'frequently', 'device', 'android']",['Other']
1084,Awesome application. But lately its crashing everytime i opened it.,awesome application lately crash everytime open,"['lately', 'everytime', 'awesome', 'crash', 'open', 'application']","['App Reliability', 'Other']"
1085,እጅም በጣም ደካማ አፕ ነው ሲፈልግ ይከፍታል ሲፈልግ አይከፍትም ከአዋሽ እና ንግድ ባንክ የመሳሰሉ ባንኮች ሲወዳደር ሞባይል ባንኪንግ App እጅግ የሚያበሳጭ ነው ለውጥ ያስፈልጋችኋል,app,['app'],['Other']
1086,good,good,['good'],['Other']
1087,Fast one,fast,['fast'],['Other']
1088,Nice looking app but a terrible user experience.,nice look app terrible user experience,"['terrible', 'look', 'experience', 'user', 'nice', 'app']",['Other']
1089,The worest MB app ever!!🙄,wor app,"['wor', 'app']",['Other']
1090,Very good,good,['good'],['Other']
1091,It is ok,,[],[]
1092,Plz fix the Apps ....screenshot lovation hide from glarey share botten not work😔😔,plz fix app screenshot lovation hide glarey share botten work,"['lovation', 'plz', 'glarey', 'share', 'hide', 'screenshot', 'fix', 'work', 'app']",['Other']
1093,Good,good,['good'],['Other']
1094,Apollo's,apollo,['apollo'],['Other']
1095,The worst experience ever,bad experience,"['bad', 'experience']",['Other']
1096,Hussenaliumar,hussenaliumar,['hussenaliumar'],['Other']
1097,Good,good,['good'],['Other']
1098,Hi I have problem with this App BOA mobile I don't know what is wrong with this App I did many times download but it's sam doesn't work if sam like that this app way I have to be customer with them how I know my account and checking save The book is no Not enough alone,problem app boa mobile don know wrong app time download sam doesn work sam like app way customer know account check save book,"['sam', 'know', 'wrong', 'app', 'check', 'way', 'save', 'download', 'problem', 'don']",['Other']
1099,It is not work for my device,work device,"['device', 'work']",['Other']
1100,"I'm Sick and tiered of enabling and disabling Developer Option Everytime I use this app. maybe you know it maybe you dont, fix it please it's anoying",sick tiere enable disable developer option everytime use app maybe know maybe fix anoye,"['maybe', 'enable', 'disable', 'everytime', 'know', 'option', 'developer', 'fix', 'use', 'app']",['Other']
1101,The worst app ever,bad app,"['bad', 'app']",['Other']
1102,Good,good,['good'],['Other']
1103,Betanya Gebre,betanya gebre,['gebre'],['Other']
1104,I dont recommand it to any one,recommand,[],[]
1105,Good,good,['good'],['Other']
1106,Excellent app,excellent app,"['excellent', 'app']",['Other']
1107,"The application used to work well. But after updates I'm not able to use the forgot password feature, which is blocking me from accessing it as a whole.",application work update able use forgot password feature block access,"['block', 'password', 'able', 'access', 'update', 'feature', 'application', 'use', 'work']","['Feature Requests', 'Account Access', 'Other']"
1108,ትርሃስ,,[],[]
1109,Gio,gio,['gio'],['Other']
1110,App isn't working,app isn work,"['isn', 'work', 'app']",['Other']
1111,Best app,good app,"['good', 'app']",['Other']
1112,so far good but always it lugs,far good lug,"['lug', 'far', 'good']",['Other']
1113,Don't trust this bank and its service.,don trust bank service,"['don', 'service', 'bank']",['Other']
1114,"I can not open and use the application,please help me!",open use application help,"['help', 'open', 'application', 'use']","['Customer Support', 'Other']"
1115,Horrible,horrible,['horrible'],['Other']
1116,Mostly not working 😑,work,['work'],['Other']
1117,Good,good,['good'],['Other']
1118,Awesome 👌,awesome,['awesome'],['Other']
1119,"Despite the enhanced technology you have, the application doesn't work properly, and it asks for the developer option to be turned off, fix that.",despite enhance technology application doesn work properly ask developer option turn fix,"['despite', 'technology', 'enhance', 'properly', 'ask', 'turn', 'doesn', 'option', 'developer', 'fix']",['Other']
1120,Thank you,thank,['thank'],['Other']
1121,Very poor app b/c highly slow to open the app,poor app highly slow open app,"['poor', 'highly', 'open', 'slow', 'app']","['Transaction Performance', 'Other']"
1122,Ok,,[],[]
1123,best,well,[],[]
1124,Best app,good app,"['good', 'app']",['Other']
1125,Wedi Tekle .,wedi tekle,[],[]
1126,Bad app📱👎👎👎,bad app,"['bad', 'app']",['Other']
1127,Dura nan fayyadaman ture amma garuu naaf hojjechaa hin jiru maaf?,dura nan fayyadaman ture amma garuu naaf hojjechaa hin jiru maaf,"['nan', 'maaf', 'naaf', 'jiru', 'hojjechaa', 'hin', 'garuu', 'dura', 'amma']",['Other']
1128,Nice appp,nice appp,['nice'],['Other']
1129,ሰላም አቢሲኒያዎች የሞባይል ባንኪንጋችሁ ተጠቃሚ ነኝ አገልግሎቱን ስላስጀመራችሁለን እናመሰግናለን። ነገር ግን አለፎ አልፎ የነበረው የማስፈንጠሪያው በአግባቡ አለመስራት አልፎ አልፎ ወደመስራት ተቀይሯል ድሮ እንደነበራችሁ እናውቃለን ዘንድሮም ብትኖሩልን እንመርጣለን *ከዘመን አንጉደል*,,[],[]
1130,Gooood app my dear,gooood app dear,"['gooood', 'dear', 'app']",['Other']
1131,Harun tamam galanaa,harun tamam galanaa,"['harun', 'galanaa']",['Other']
1132,"A total disaster of an app. Always offline, never works, it's embarassing. I've lost hope and taken my business to a competitor",total disaster app offline work embarasse lose hope take business competitor,"['competitor', 'offline', 'total', 'lose', 'disaster', 'business', 'hope', 'work', 'app']",['Other']
1133,Gamebela,gamebela,['gamebela'],['Other']
1134,so poor app to use can't start up when open the app,poor app use start open app,"['start', 'poor', 'open', 'app', 'use']",['Other']
1135,"This app takes too long time to be opened. And even it is not working simply as other banks application. Why this app does not give a digital invoice. Even, I am not able to find where the screeshot is kept after transaction. So, please the developer should fix all these.",app take long time open work simply bank application app digital invoice able find screeshot keep transaction developer fix,"['invoice', 'simply', 'able', 'long', 'open', 'digital', 'developer', 'fix', 'transaction', 'time']","['Transaction Performance', 'Other']"
1136,Good job,good job,"['job', 'good']",['Other']
1137,"Worst app ever, not user friendly, even doesn't serve basic functionality correctly, takes to much time to login and navigate through the app, we expected more from this bank",bad app user friendly doesn serve basic functionality correctly take time login navigate app expect bank,"['correctly', 'navigate', 'basic', 'functionality', 'login', 'expect', 'doesn', 'friendly', 'bad', 'user']","['Account Access', 'Other']"
1138,good,good,['good'],['Other']
1139,Good,good,['good'],['Other']
1140,Bad app .,bad app,"['bad', 'app']",['Other']
1141,"I mean how could a big financial company like this, be this much irresponsible to release this app? You should be ashamed!",mean big financial company like irresponsible release app ashamed,"['irresponsible', 'ashamed', 'release', 'mean', 'company', 'big', 'financial', 'like', 'app']",['Other']
1142,Review,review,['review'],['Other']
1143,Goood,goood,['goood'],['Other']
1144,Ok,,[],[]
1145,👎👎👎👎👎👎👎👎👎,,[],[]
1146,Is it necessary to switch off developer options every time to use mobile banking?🤔🤔😡😡😡,necessary switch developer option time use mobile banking,"['necessary', 'switch', 'option', 'developer', 'time', 'mobile', 'use', 'banking']",['Other']
1147,The previous version is better it doesn't work,previous version well doesn work,"['previous', 'version', 'doesn', 'work']",['Other']
1148,"I don't know what is wrong with BOA as a bank in general. It's been going backwards since last year or so. The app is a disaster to use in every possible way. Not stable to log in and very slow to perform transactions, couldn't take a screenshot (or can't even find the pictures even using its save screenshot option). Most of the time, it fails to perform transactions and so on. Simply, it's the worst!",don know wrong boa bank general go backwards year app disaster use possible way stable log slow perform transaction couldn screenshot find picture save screenshot option time fail perform transaction simply bad,"['perform', 'screenshot', 'transaction', 'stable', 'picture', 'general', 'disaster', 'wrong', 'year', 'possible']","['Transaction Performance', 'Other']"
1149,ok,,[],[]
1150,Nice,nice,['nice'],['Other']
1151,"Take some note from CBE mobile banking app, it's the best banking app currently take some note and improve ur app . Sometimes u have to learn from the bests 🙌",note cbe mobile banking app good banking app currently note improve app learn best,"['note', 'currently', 'banking', 'learn', 'app', 'improve', 'cbe', 'mobile', 'good']",['Other']
1152,Great,great,['great'],['Other']
1153,It's a useless app,useless app,"['useless', 'app']",['Other']
1154,"It's not working as it was , so much need to improve, it was the best but not anymore",work need improve good anymore,"['improve', 'need', 'work', 'good']",['Other']
1155,Poor network,poor network,"['poor', 'network']",['Other']
1156,Not yet completely working this App. i don't know when is it will be working properly! Its Sad!!!,completely work app don know work properly sad,"['work', 'completely', 'sad', 'properly', 'know', 'don', 'app']",['Other']
1157,The app does not open sometimes it says coonection issue which i dont have and after it opens it has bugs while using its not smooth to work with please improve it,app open say coonection issue open bug smooth work improve,"['open', 'coonection', 'say', 'bug', 'improve', 'issue', 'smooth', 'work', 'app']",['Other']
1158,"It's not working totally, what a useless app is it,",work totally useless app,"['totally', 'useless', 'work', 'app']",['Other']
1159,"This app has become the most troubling every day. It doesn't work. I love the bank, and I hate the app",app troubling day doesn work love bank hate app,"['hate', 'day', 'love', 'doesn', 'app', 'work', 'bank']",['Other']
1160,this is so disappointing app 😞,disappointing app,"['disappointing', 'app']",['Other']
1161,አቢስኒያ የሁሉም ምርጫ,,[],[]
1162,Ok,,[],[]
1163,Nays,nay,['nay'],['Other']
1164,The worst app,bad app,"['bad', 'app']",['Other']
1165,it can't even open and only display error messages,open display error message,"['display', 'message', 'error', 'open']","['App Reliability', 'Other']"
1166,not active,active,['active'],['Other']
1167,To get good quality,good quality,"['quality', 'good']",['Other']
1168,አይሰራም እኮ ምንድን ነው ችግሩ?,,[],[]
1169,uselss app dont download,uselss app download,"['download', 'app']",['Other']
1170,"Is this app fake i try it not working it say please try again later, unable to make transactions what is the purpose of this app . If it is not working delete it",app fake try work try later unable transaction purpose app work delete,"['try', 'later', 'delete', 'work', 'purpose', 'unable', 'transaction', 'app']","['Transaction Performance', 'Other']"
1171,"This app didn't work. They have a new version (new app) but still not compatible with my Samsung S8+ , which is v.funny.",app didn work new version new app compatible samsung funny,"['new', 'funny', 'compatible', 'samsung', 'didn', 'version', 'app', 'work']",['Other']
1172,Corrupted and poor app,corrupted poor app,"['corrupted', 'poor', 'app']",['Other']
1173,Good,good,['good'],['Other']
1174,When I try to use the application it says 'developer setting should be off' where is the setting to off this play Still doesn't work for me,try use application say developer setting setting play doesn work,"['setting', 'play', 'say', 'try', 'doesn', 'developer', 'application', 'use', 'work']",['Other']
1175,Nice,nice,['nice'],['Other']
1176,FIX YOUR Apollo!! You guys where the best 👌,fix apollo guy good,"['guy', 'apollo', 'fix', 'good']",['Other']
1177,Always slow and doesn't work on weekends if you are in a rush or a merchant this app is not for you,slow doesn work weekend rush merchant app,"['merchant', 'slow', 'doesn', 'work', 'app']","['Transaction Performance', 'Other']"
1178,"It's very difficult to use the user, app,ones dawenload the user can't operate well , no one can help me,",difficult use user app one dawenload user operate help,"['user', 'dawenload', 'operate', 'difficult', 'help', 'use', 'app']","['Customer Support', 'Other']"
1179,Poor application. It turned off by itself,poor application turn,"['poor', 'turn', 'application']",['Other']
1180,Okay,okay,['okay'],['Other']
1181,Allowed,allow,['allow'],['Other']
1182,It usually crashes and the reason it gives is a problem on internet connection although the internet was fine.,usually crash reason give problem internet connection internet fine,"['internet', 'fine', 'reason', 'connection', 'crash', 'problem']","['App Reliability', 'Other']"
1183,we want international mobile banking,want international mobile banking,"['international', 'want', 'mobile', 'banking']",['Other']
1184,"screenshot isn't working, Please modify it",screenshot isn work modify,"['modify', 'isn', 'screenshot', 'work']",['Other']
1185,Naziriet measho 89160437,naziriet measho,"['measho', 'naziriet']",['Other']
1186,Ahmed Mohammed husen,ahmed mohammed husen,"['mohammed', 'husen', 'ahmed']",['Other']
1187,Is not working both this one and apollo did u make it better pls am gonne stop using this bank because of the mobile banking,work apollo well pls gonne stop bank mobile banking,"['gonne', 'pls', 'apollo', 'stop', 'mobile', 'banking', 'work', 'bank']",['Other']
1188,I have experiance,experiance,['experiance'],['Other']
1189,The App is not working on Android 9.1 at all. It shows an error notification and forcefully closes the app. Must be fixed ASAP.,app work android show error notification forcefully close app fix asap,"['notification', 'asap', 'close', 'error', 'android', 'fix', 'app', 'work']","['App Reliability', 'Other']"
1190,Wow,wow,['wow'],['Other']
1191,Crashes very frequently is not stable overall need improvement such a huge bank needs a better app than the current one,crash frequently stable overall need improvement huge bank need well app current,"['need', 'current', 'stable', 'huge', 'frequently', 'overall', 'improvement', 'crash', 'bank', 'app']","['App Reliability', 'Other']"
1192,ርይርፍ,,[],[]
1193,The previous application is much better than this one,previous application well,"['previous', 'application']",['Other']
1194,"Worst app. It is wise to invest money and you can make it like CBE app. Even the incon has no image. My app has better UI than yours. So, please invest more and hire professional developer companies and improve it.",bad app wise invest money like cbe app incon image app well invest hire professional developer company improve,"['invest', 'incon', 'image', 'hire', 'wise', 'professional', 'company', 'app', 'improve', 'money']",['Other']
1195,mal,mal,['mal'],['Other']
1196,It is not working at all,work,['work'],['Other']
1197,Excellent,excellent,['excellent'],['Other']
1198,The poorest mobile banking survice ever. Only error reports frequently,poor mobile banking survice error report frequently,"['report', 'survice', 'frequently', 'poor', 'error', 'mobile', 'banking']","['App Reliability', 'Other']"
1199,Wow,wow,['wow'],['Other']
1200,😞😞😞😞,,[],[]
